Team,Played,Won,Lost,Points
The Squash Club 3,3,3,0,17
North District Sports Association 1,3,2,1,12
Craigengower Cricket Club,3,2,1,12
Star River 2,3,2,1,10
Arctic Circle,2,2,0,9
MM Squash,2,1,1,5
X-Alpha 5,3,0,3,4
Squashathon SocGen,3,0,3,3
Greenfield,2,0,2,0
