Team,Played,Won,Lost,Points
X-Alpha 1,3,2,1,13
Happy Squash 1,3,2,1,10
Kowloon Cricket Club 3B,3,2,1,9
NEXUS 1,3,1,2,8
Hong Kong Football Club 3A,3,1,2,8
Kowloon Cricket Club 3A,2,1,1,7
Hong Kong Football Club 3B,3,1,2,6
United Services Recreation Club 1,2,1,1,5
