Team,Played,Won,Lost,Points
SKCSC M4,3,3,0,14
Hong Kong Football Club M4A,3,2,1,13
Hong Kong Club Blue,3,2,1,10
Royal Hong Kong Yacht Club M4,3,2,1,10
WAKO,3,2,1,10
Kowloon Cricket Club M4,3,1,2,8
Hong Kong Football Club M4B,3,1,2,7
Hong Kong Cricket Club M4,3,1,2,6
Bolton,3,1,2,6
United Services Recreation Club M4,3,0,3,6
