Team,Played,Won,Lost,Points
Hong Kong Football Club M3A,3,2,1,12
Hong Kong Cricket Club M3,2,2,0,11
Kowloon Cricket Club M3,2,2,0,11
Hong Kong Football Club M3B,3,2,1,10
Titlows Squash Master,3,1,2,6
Royal Hong Kong Yacht Club M3,2,0,2,2
OSF,3,0,3,2
