Team,Played,Won,Lost,Points
JESSICA L4,3,3,0,13
JESSICA Mochis,3,2,1,9
Hong Kong Cricket Club Rockettes,3,2,1,8
Hong Kong Cricket Club L4,3,2,1,8
Hong Kong Football Club JSA,2,1,1,5
The Squash Club L4,2,1,1,5
Squashathon Ladies,2,1,1,5
Kwai Tsing District Squash Club L4,3,0,3,4
Hong Kong Football Club L4,3,0,3,3
