Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 6,3,3,0,15
HKIS Div 13,3,3,0,15
JSA 1,3,2,1,11
Smart Squash 2,3,2,1,8
i-Mask Advance Squash Club 7,3,1,2,7
NEXUS 3,3,1,2,4
Vitality Squash 2,2,0,2,4
Smart Squash 3,2,0,2,3
Bravo D13,2,0,2,2
