Team,Played,Won,Lost,Points
Sha Tin 4,3,3,0,18
RELAY 1,3,3,0,16
Thunder 2,3,2,1,12
United Services Recreation Club 3,3,2,1,11
Kwai Tsing District Squash Club,3,2,1,10
Hong Kong Cricket Club D10,2,1,1,8
i-Mask Advance Squash Club 4,3,1,2,6
Squashathon Advance,2,1,1,4
Mercury,2,0,2,3
Banbil,3,0,3,2
Bravo D10,3,0,3,0
