Team,Played,Won,Lost,Points
TKO Junior 2,3,3,0,13
Happy Squash 5,3,2,1,13
Squashathon Junior,3,2,1,13
Dream Catchers,3,2,1,9
Vitality Squash 3,3,1,2,6
RC,2,1,1,5
Electrify Squash Div 15,3,0,3,4
NEXUS 4,2,0,2,3
