Team,Played,Won,Lost,Points
Physical Chess 3,3,3,0,14
Sha Tin 3,3,2,1,13
i-Mask Advance Squash Club 2,2,2,0,10
Kinetic 2,3,1,2,7
Squashathon Zero,2,1,1,6
TOMCAT,3,0,3,4
LONGVIEW,2,0,2,-1
