Team,Played,Won,Lost,Points
Hong Kong Football Club 1A,2,2,0,8
Hong Kong Cricket Club D1,3,2,1,7
Hong Kong Football Club 1B,3,2,1,7
Kowloon Cricket Club 1A,3,1,2,5
FWD,3,1,2,4
Kowloon Cricket Club 1B,2,0,2,1
