Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,3,3,0,14
Kowloon Cricket Club L2B,3,3,0,12
Kowloon Cricket Club L2A,3,1,2,6
Hong Kong Cricket Club L2,2,1,1,6
Hong Kong Football Club L2A,2,0,2,2
JESSICA L2 [withdrawal],3,0,3,0
