Team,Played,Won,Lost,Points
Electrify Squash Div 13,3,3,0,14
Hong Kong Football Club 13,3,2,1,14
Happy Squash 4,3,3,0,13
Squashathon One,3,1,2,9
Kowloon Cricket Club 13,2,1,1,7
Fusion Squash Club 3,3,1,2,5
Yuen Long District Sports Association Limited,2,1,1,4
TNG 2,3,0,3,4
Kinetic 4,2,0,2,2
