Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
X-Alpha 2,18,15.980396079215843,2.019603920784157,86.18563712742548,100.0,98.31966393278655,1.6803360672134429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 5A,18,15.782956591318264,2.2170434086817363,83.08061612322464,100.0,1.6803360672134429,98.31966393278655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Chess 1,18,13.577915583116622,4.422084416883377,70.27225445089017,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Racketlon Association 1,18,8.422084416883378,9.577915583116622,53.72774554910982,91.97839567913583,0.0,0.0,0.0,91.97839567913583,8.021604320864173,0.0,0.0,0.0,0.0,0.0
Happy Squash 2,18,8.555511102220445,9.444488897779555,50.204440888177636,8.021604320864173,0.0,0.0,0.0,8.021604320864173,79.61592318463693,12.362472494498899,0.0,0.0,0.0,0.0
The Squash Club 1,18,6.443088617723545,11.556911382276455,47.79775955191038,0.0,0.0,0.0,0.0,0.0,11.362272454490899,32.94658931786357,53.79075815163033,1.900380076015203,0.0,0.0
Hong Kong Football Club 5B,18,6.556911382276455,11.443088617723545,46.20224044808962,0.0,0.0,0.0,0.0,0.0,1.0002000400080016,54.550910182036404,33.30666133226645,10.842168433686737,0.30006001200240046,0.0
Uncle,18,7.217043408681737,10.782956591318264,42.919383876775356,0.0,0.0,0.0,0.0,0.0,0.0,0.14002800560112022,12.48249649929986,76.73534706941389,10.642128425685137,0.0
Squashathon,18,6.444488897779556,11.555511102220445,40.795559111822364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4200840168033607,10.522104420884176,89.05781156231247,0.0
i-Mask Advance Squash Club 1,18,1.0196039207841567,16.980396079215843,13.814362872574515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
