Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7
JESSICA L4,18,15.240448089617924,2.7595519103820765,60.33226645329066,100.00000000000001,91.21824364872975,8.701740348069615,0.08001600320064013,0.0,0.0,0.0,0.0
Hong Kong Cricket Club L4,18,15.835567113422684,2.1644328865773153,55.029205841168235,100.0,8.781756351270253,78.75575115023004,12.4624924984997,0.0,0.0,0.0,0.0
Hong Kong Football Club JSA,18,13.012002400480096,4.987997599519904,51.235647129425885,100.0,0.0,12.54250850170034,87.45749149829966,0.0,0.0,0.0,0.0
Hong Kong Football Club L4,18,6.489697939587917,11.510302060412082,27.940588117623527,89.37787557511501,0.0,0.0,0.0,89.37787557511501,10.622124424884976,0.0,0.0
JESSICA Smashin' Mochi,18,4.887577515503101,13.1124224844969,23.6375275055011,10.602120424084816,0.0,0.0,0.0,10.602120424084816,85.41708341668334,3.5207041408281654,0.4600920184036807
Electrify Squash Ladies,18,3.713142628525705,14.286857371474294,16.487697539507902,0.0,0.0,0.0,0.0,0.0,2.9605921184236847,71.05421084216843,25.985197039407883
i-Mask Advance Squash Club L4,18,3.8215643128625727,14.178435687137426,14.337067413482696,0.020004000800160033,0.0,0.0,0.0,0.020004000800160033,1.0002000400080016,25.4250850170034,73.55471094218844
