Team,Played,Won,Lost,Points
Electrify Squash Div 19,22,18,4,95
TNG 3,22,19,3,94
SocGen Squash,22,16,6,91
Hong Kong International School D19,22,15,7,87
Hong Kong Football Club 19,22,15,7,86
Squashathon 2,22,10,12,59
X-Alpha 6,22,10,12,53
The 8 Virtues,22,7,15,46
8 Virtues + 1,22,6,16,46
Sha Tin Squash Rackets Club 8,22,6,16,44
RELAY 2,22,6,16,43
United Services Recreation Club 4,22,4,18,35
