Team,Played,Won,Lost,Points
Electrify Squash Div 18,22,22,0,110
Sha Tin Squash Rackets Club 7,22,16,6,95
Hong Kong Football Club 18,22,14,8,84
Kowloon Cricket Club 18,22,14,8,82
Ladies Recreation Club Div 18,22,13,9,80
North District Sports Association 3,22,10,12,74
Physical Chess 5,22,12,10,62
Hong Kong Cricket Club 8,22,8,14,53
Sky Fighter,22,9,13,51
Vitality Squash 3,22,6,16,39
Fusion Squash Club 3,22,4,18,26
Elite Team,22,4,18,3
