Team,Played,Won,Lost,Points
YLJR 2,18,17,1,91
Smart Squash 1,18,13,5,75
Physical Chess 3,18,12,6,72
TNG 1,18,11,7,65
Friend Club 4,18,4,14,31
JAVA,18,4,14,27
i-Mask Advance Squash Club 4,18,2,16,15
