Team,Played,Won,Lost,Points
Hong Kong Football Club L2A,20,19,1,84
Kowloon Cricket Club L2,20,16,4,82
Hong Kong Cricket Club L2A,20,11,9,54
Hong Kong Football Club L2C,20,7,13,33
Hong Kong Football Club L2B,20,3,17,26
Hong Kong Cricket Club L2B,20,4,16,18
