Team,Played,Won,Lost,Points
HKPF Squash Team,21,15,6,84
Sha Tin Squash Rackets Club 4,21,13,8,78
North District Sports Association 1,21,13,8,78
Alpha CUHK,21,13,8,73
Star River 1,21,13,8,63
Craigengower Cricket Club,21,9,12,58
Sea Bear,21,7,14,50
Hong Kong Racketlon Association 2,21,1,20,12
