Team,Played,Won,Lost,Points
Physical Chess 1,22,20,2,111
Hong Kong Football Club 7B,22,18,4,101
Hong Kong Football Club 7A,22,17,5,96
Kowloon Cricket Club 7,22,14,8,80
Twister 1,22,11,11,65
X-Alpha 3,22,10,12,63
The Squash Club 1,22,9,13,63
Happy Squash 2,22,10,12,61
Friend Club 2,22,7,15,48
i-Mask Advance Squash Club 2,22,8,14,42
Fusion Squash Club 1,22,5,17,29
Hong Kong Racketlon Association 1,22,3,19,25
