Team,Played,Won,Lost,Points
Kinetic 3,22,20,2,109
Global Squash 2,22,19,3,103
Sha Tin Squash Rackets Club 6,22,18,4,103
ZOMA,22,16,6,82
Airporterz,22,12,10,75
Hong Kong Football Club 16,22,12,10,70
Star River 2,22,11,11,69
Winter Warriors,22,9,13,56
SQUASHTASTIC 8,22,6,16,39
i-Mask Advance Squash Club 6,22,6,16,37
Latecomers,22,2,20,18
CSD Squash Team,22,1,21,15
