Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Winter Warriors,HK Squash Centre,3.4,0.0,3.4
Hong Kong Racketlon Assoication 2,HK Squash Centre,2.3333333333333335,0.5,1.8333333333333335
Hong Kong Football Club 12A,Hong Kong Football Club,3.3333333333333335,2.0,1.3333333333333335
Alpha CUHK,Cornwall Street Squash Centre,4.0,3.0,1.0
North District Sports Association 1,Cornwall Street Squash Centre,4.0,3.0,1.0
Sea Bear,Cornwall Street Squash Centre,5.0,4.0,1.0
Star River 2,Cornwall Street Squash Centre,3.0,2.3333333333333335,0.6666666666666665
ZOMA,Cornwall Street Squash Centre,3.0,2.3333333333333335,0.6666666666666665
Hong Kong Football Club 12B,Hong Kong Football Club,2.0,1.5,0.5
South China Athletic Association,HK Squash Centre,3.5,3.0,0.5
Latecomers,HK Squash Centre,0.6666666666666666,1.0,-0.33333333333333337
CSD Squash Team,HK Squash Centre,1.0,1.5,-0.5
