Team,Played,Won,Lost,Points
Exclamation,22,21,1,111
i-Mask Advance Squash Club 11,22,20,2,102
Alpha CUHK 2,22,15,7,95
Global 2,22,16,6,90
Hong Kong Football Club 16,22,16,6,90
Head Sha Tin 5,22,13,9,74
Airporterz,22,7,15,47
Star River 4,22,7,15,43
Winter Warriors,22,6,16,40
Craigengower Cricket Club,22,6,16,35
Mass,22,2,20,25
CSD,22,3,19,14
