Team,Played,Won,Lost,Points
Giant 2,21,20,1,108
YLJR 3,21,14,7,86
Dragonfly,21,12,9,75
Smart Squash 5,21,13,8,71
i-Mask Advance Squash Club 12,21,11,10,59
Squashathon,21,6,15,38
Vitality Squash 4,21,6,15,23
PLZ,21,2,19,-9
