Team,Played,Won,Lost,Points
Smart Squash 1,20,16,4,83
Perrier Sergio Tacchini KCC 4,20,14,6,80
Hong Kong Cricket Club 2,20,11,9,69
Hong Kong Football Club 4,20,11,9,66
Head Sha Tin 1,20,8,12,53
Friend Club 2,20,0,20,-1
