Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 3,21,18,3,98
Young Player 3,21,14,7,82
Hong Kong Football Club 3A,21,14,7,79
USRC - FWD 1,21,13,8,77
Hong Kong Football Club 3B,21,12,9,71
Friend Club 1,21,9,12,38
i-Mask Advance Squash Club 1,21,3,18,31
A Squash,21,1,20,18
