Team,Played,Won,Lost,Points
Friend Club 5,18,18,0,99
Spark 3,18,11,7,68
Giant 1,18,14,4,64
YLJR 2,18,7,11,48
SKCSC,18,6,12,44
i-Mask Advance Squash Club 8,18,4,14,30
Vitality Squash 2,18,3,15,11
