Team,Played,Won,Lost,Points
Hong Kong Football Club 6A,18,14,4,80
Sovereign Group LRC Div 6,18,15,3,69
Hong Kong Football Club 6B,18,12,6,64
Racketlon Hong Kong,18,10,8,62
Vitality Squash 1,18,12,6,58
Head Sha Tin 2,18,6,12,46
Global 1,18,7,11,44
Kinetic 2,18,6,12,41
HKU 1,18,6,12,36
Smart Squash 3,18,2,16,19
