Team,Played,Won,Lost,Points
Hong Kong Football Club M3B,18,14,4,70
Hong Kong Football Club M3A,18,11,7,62
Hong Kong Cricket Club M3,18,10,8,58
Jaws Master,18,10,8,54
American Club-Yacht Club,18,8,10,50
Titlows Masters,18,6,12,47
Alpha CUHK Master,18,4,14,35
