Team,Played,Won,Lost,Points
North District Sports Association 3,18,15,3,84
i-Mask Advance Squash Club 16,18,13,5,75
HDSC 1,18,10,8,67
Hong Kong Cricket Club 9,18,11,7,61
Head Sha Tin 7,18,11,7,60
Kinetic 8,18,3,15,13
Vitality Squash 6,18,1,17,-28
