Team,Played,Won,Lost,Points
Hong Kong Cricket Club M1A,20,14,6,65
Hong Kong Cricket Club M1B,20,13,7,58
United Services Recreation Club M1 Cougars,20,11,9,51
HK Club Gold,20,10,10,49
Hong Kong Football Club M1A,20,5,15,38
Hong Kong Football Club M1B,20,7,13,35
