Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 6,20,19,1,100
Hong Kong Football Club 8A,20,18,2,98
Head Sha Tin 3,20,14,6,81
Hong Kong Cricket Club 4,20,14,6,77
Hong Kong Football Club 8C,20,13,7,71
Friend Club 4,20,10,10,60
Hong Kong Football Club 8B,20,5,15,53
The Hong Kong Jockey Club D8,20,8,12,47
Star River 1,20,4,16,36
Discovery Bay,20,5,15,18
Target,20,0,20,3
