Team,Played,Won,Lost,Points
Hong Kong Cricket Club 6,21,20,1,102
Tuen Mun Squash Club 2,21,18,3,85
i-Mask Advance Squash Club 6,21,14,7,80
Hong Kong Football Club 11,21,13,8,66
Twister 3,21,8,13,58
WSC Noset,21,5,16,38
The Squash Club 3,21,5,16,35
Center Squash,21,1,20,15
