Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 2A,15,12,3,62
Young Player 2,15,9,6,47
Hong Kong Football Club 2,15,5,10,36
Perrier Sergio Tacchini KCC 2B,15,4,11,31
