Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 1,20,15,5,59
Young Player 1B,20,13,7,45
Hong Kong Cricket Club 1,20,11,9,41
Food Angel,20,8,12,33
Hong Kong Football Club 1,20,7,13,29
Young Player 1A,20,6,14,25
