Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,16,15,1,82,67,10
Fusion Squash Club 1,16,11,5,55,44,36
X-Alpha 4,16,9,7,50,41,39
Happy Squash 3,16,7,9,43,37,43
Vitality Squash 2,16,7,9,41,35,43
MERCURY,16,7,9,39,33,47
NEXUS 3,16,5,11,39,34,46
LONGVIEW,16,3,13,29,26,53
