Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,16,15,1,82,67,13
Royal Hong Kong Yacht Club M3,16,12,4,72,60,20
Hong Kong Football Club M3A,16,13,3,68,55,25
Hong Kong Football Club M3B,16,8,8,49,41,39
Old Squash Fellows,16,8,8,47,39,41
Hong Kong Cricket Club M3,16,4,12,26,22,58
Kowloon Cricket Club M3,16,3,13,24,21,59
Titlows Squash Team,16,1,15,16,15,65
