Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,15,12,3,65,53,22
SKCSC,16,12,4,64,52,28
Hong Kong Football Club M4A,16,11,5,63,52,28
Hong Kong Football Club M4B,16,8,8,52,44,36
WAKO,16,7,9,44,37,43
Royal Hong Kong Yacht Club M4,16,7,9,40,33,47
Hong Kong Club Blue,16,3,13,27,25,55
Bolton,15,3,12,22,19,56
