Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 3,13,9,4,52,44,21
Hong Kong Football Club 7A,14,8,6,44,36,34
UST,13,8,5,44,36,29
The Best Group 1,14,7,7,42,35,35
Hong Kong Cricket Club 5,13,6,7,37,31,34
Kinetic 1,12,4,8,32,28,32
Vitality Squash 1,13,4,9,22,20,45
