Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,13,13,0,69,56,9
Hong Kong Football Club 8,14,12,2,61,49,21
Ladies Recreation Club Div 8,13,10,3,49,40,25
Striving Squash,16,7,9,46,39,41
Squashathon Zero,13,5,8,37,32,33
Physical Chess 3,13,5,8,32,27,38
TOMCAT,13,5,8,28,23,42
i-Mask Advance Squash Club 2,13,1,12,22,21,44
Kinetic 2,14,3,11,21,18,52
