Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Friend Club,16,13,3,68,55,25
i-Mask Advance Squash Club 3,15,11,4,60,49,26
Kowloon Cricket Club 9,15,10,5,51,41,34
Kwai Tsing District Squash Club,16,8,8,50,42,38
Hong Kong Football Club 9,16,8,8,47,39,41
Centre Squash,16,7,9,43,36,44
The Best Group 2,16,4,12,31,27,53
HKPF Squash Team,16,2,14,28,26,54
