Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2B,16,14,2,59,45,19
Hong Kong Football Club M2A,16,13,3,57,44,20
Hong Kong Cricket Club M2A,15,7,8,34,27,33
Ladies Recreation Club M2A,16,5,11,33,28,36
Hong Kong Cricket Club M2B,14,5,9,31,26,30
Ladies Recreation Club M2B,15,2,13,13,14,46
