Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1B,83.33333333333334,100.0,83.33333333333334,50.0,79.16666666666667,24
Hong Kong Football Club M1A,66.66666666666666,83.33333333333334,66.66666666666666,50.0,66.66666666666666,24
Ladies Recreation Club M1,12.5,37.5,87.5,62.5,50.0,32
Hong Kong Cricket Club M1B,33.33333333333333,50.0,0.0,16.666666666666664,25.0,24
Hong Kong Cricket Club M1A,50.0,16.666666666666664,16.666666666666664,16.666666666666664,24.999999999999993,24
