Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Electrify Squash Div 15,6,6,0,30,24,6,0,1,0,0
RELAY 2,6,4,2,25,21,9,0,6,0,0
Squash-On,6,4,2,20,16,14,0,2,0,0
Fusion Squash Club 3,6,3,3,19,16,14,0,3,0,0
TNG 3,6,3,3,16,13,17,1,0,0,0
Squashathon MeGa,6,3,3,16,13,17,3,5,0,0
Serve - Ivors,6,1,5,10,9,21,9,0,0,0
i-Mask Advance Squash Club 6,6,0,6,8,8,22,5,1,0,0
