Team,Played,Won,Lost,Points
JESSICA L4,5,5,0,20
The Squash Club L4,4,3,1,14
JESSICA Mochis,4,3,1,14
Hong Kong Cricket Club L4,4,3,1,12
Squashathon Ladies,4,2,2,9
Hong Kong Cricket Club Rockettes,5,2,3,8
Hong Kong Football Club JSA,4,1,3,8
Hong Kong Football Club L4,5,1,4,8
Kwai Tsing District Squash Club L4,5,0,5,6
