Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,5,5,0,24
Squash Busters,5,4,1,20
Squashathon X,5,3,2,18
United Services Recreation Club 4,5,2,3,16
Sha Tin 6,4,2,2,13
Royal Hong Kong Yacht Club Div 15,4,2,2,11
North District Sports Association 3,5,1,4,11
HKIS Div 15,5,0,5,-1
