Team,Played,Won,Lost,Points
The Squash Club 3,5,5,0,29
North District Sports Association 1,5,3,2,19
Craigengower Cricket Club,4,3,1,16
Arctic Circle,4,3,1,13
Star River 2,4,2,2,11
X-Alpha 5,5,1,4,10
MM Squash,4,2,2,9
Squashathon SocGen,5,1,4,9
Greenfield,4,0,4,3
