Team,Played,Won,Lost,Points
Smart Squash 1,5,4,1,23
X-Alpha 4,5,3,2,19
TNG 1,5,3,2,17
Vitality Squash 1,5,3,2,16
Happy Squash 3,5,2,3,13
Fusion Squash Club 2,5,0,5,2
