Team,Played,Won,Lost,Points
Royal Hong Kong Yacht Club Div 12,5,4,1,24
Hong Kong Football Club 12B,5,3,2,17
Hong Kong Football Club 12A,5,3,2,16
Winter Warriors,4,3,1,16
Star River 1,4,3,1,16
Sha Tin 5,4,2,2,12
Global Squash 2,4,2,2,12
Physical Chess 4,4,2,2,11
Latecomers,4,1,3,7
CSD Squash Team,4,0,4,7
SKCSC Div 12,5,1,4,6
