Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,4,4,0,21
Hong Kong Football Club M3A,4,3,1,18
Hong Kong Cricket Club M3,4,3,1,17
Hong Kong Football Club M3B,4,3,1,15
Royal Hong Kong Yacht Club M3,4,1,3,9
Titlows Squash Master,5,1,4,8
OSF,5,0,5,2
