Team,Played,Won,Lost,Points
Squashathon One,5,3,2,19
Electrify Squash Div 13,5,3,2,18
Happy Squash 4,4,4,0,17
Kowloon Cricket Club 13,4,3,1,15
Hong Kong Football Club 13,4,2,2,15
Yuen Long District Sports Association Limited,4,2,2,10
Fusion Squash Club 3,5,1,4,9
TNG 2,4,1,3,8
Kinetic 4,3,0,3,3
