Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,5,4,1,20
Kowloon Cricket Club L2B,5,5,0,19
Hong Kong Cricket Club L2,5,2,3,13
Hong Kong Football Club L2A,5,2,3,12
Kowloon Cricket Club L2A,5,2,3,11
JESSICA L2 [withdrawal],5,0,5,0
