Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 6,5,5,0,23
i-Mask Advance Squash Club 7,5,3,2,17
HKIS Div 13,4,3,1,17
Smart Squash 2,5,3,2,16
JSA 1,4,2,2,13
NEXUS 3,5,2,3,9
Bravo D13,4,1,3,8
Smart Squash 3,4,1,3,7
Vitality Squash 2,4,0,4,7
