Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,4,3,1,17
Hong Kong Cricket Club M2,4,3,1,15
Hong Kong Football Club M2B,4,2,2,13
Ladies Recreation Club M2,4,2,2,12
United Services Recreation Club M2,4,0,4,3
