Team,Played,Won,Lost,Points
Squashathon Junior,5,4,1,24
Dream Catchers,5,4,1,18
Happy Squash 5,4,3,1,18
TKO Junior 2,5,3,2,16
Vitality Squash 3,5,2,3,11
RC,5,2,3,10
NEXUS 4,5,1,4,8
Electrify Squash Div 15,4,0,4,6
