Team,Played,Won,Lost,Points
Sha Tin 3,5,3,2,20
i-Mask Advance Squash Club 2,4,4,0,19
Physical Chess 3,4,3,1,15
Kinetic 2,4,2,2,12
Squashathon Zero,4,2,2,12
TOMCAT,5,1,4,10
LONGVIEW,4,0,4,1
