Team,Played,Won,Lost,Points
North District Sports Association 2,5,5,0,23
Royal Hong Kong Yacht Club Div 14,4,3,1,20
Physical Chess 5,5,3,2,18
The Squash Club 4,4,3,1,18
8 Virtues + 1,5,3,2,16
Ladies Recreation Club Div 14,5,2,3,13
TKO Junior 1,5,2,3,13
RELAY 2,5,2,3,13
Hong Kong Football Club 14,5,2,3,12
Squash-On,5,2,3,11
TNG 3,4,1,3,3
Fusion Squash Club 4,4,0,4,1
