Team,Played,Won,Lost,Points
Sha Tin 4,5,5,0,28
RELAY 1,5,5,0,27
Thunder 2,5,3,2,19
Kwai Tsing District Squash Club,4,3,1,16
United Services Recreation Club 3,5,3,2,15
Hong Kong Cricket Club D10,4,2,2,14
Banbil,5,2,3,12
i-Mask Advance Squash Club 4,5,1,4,9
Squashathon Advance,4,1,3,5
Mercury,4,0,4,5
Bravo D10,4,0,4,0
