Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
North District Sports Association 1,15,14,1,69,55,20,0,10,0,0
Alpha CUHK,15,11,4,65,54,21,0,6,0,0
Winter Warriors,15,11,4,64,53,22,4,2,0,1
South China Athletic Association,14,11,3,59,48,22,0,5,0,0
Sea Bear,15,9,6,56,47,28,0,3,0,0
Hong Kong Football Club 12A,14,11,3,54,43,27,0,5,0,0
Star River 2,15,6,9,38,32,43,0,9,0,0
Hong Kong Football Club 12B,15,5,10,34,30,45,2,14,1,0
ZOMA,15,4,11,33,29,46,0,7,0,0
Hong Kong Racketlon Assoication 2,15,4,11,25,22,53,17,1,0,1
CSD Squash Team,15,2,13,19,18,57,26,0,1,0
Latecomers,15,1,14,13,14,61,14,1,0,0
