Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L4,100.0,80.0,100.0,93.33333333333333,29
Hong Kong Cricket Club L4,81.81818181818183,100.0,40.0,73.93939393939394,32
Hong Kong Football Club JSA,55.55555555555556,66.66666666666666,75.0,65.74074074074075,26
Hong Kong Football Club L4,50.0,30.0,44.44444444444444,41.48148148148148,29
JESSICA Smashin' Mochi,40.0,40.0,22.22222222222222,34.074074074074076,29
i-Mask Advance Squash Club L4,0.0,22.22222222222222,40.0,20.74074074074074,23
Electrify Squash Ladies,18.181818181818183,9.090909090909092,25.0,17.424242424242426,30
