Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D10,5.357142857142861,19.642857142857146,44.642857142857146,62.5,31.42857142857143,32.71428571428572
Mercury,20.0,40.0,20.0,40.0,40.0,32.0
Bravo D10,50.0,0.0,25.0,25.0,0.0,20.0
Thunder 2,75.0,-50.0,-25.0,50.0,33.33333333333334,16.66666666666667
i-Mask Advance Squash Club 4,-25.0,25.0,25.0,50.0,0.0,14.999999999999996
Sha Tin 4,0.0,0.0,25.0,25.0,0.0,10.0
Kwai Tsing District Squash Club,25.0,0.0,-25.0,0.0,-8.333333333333343,-1.6666666666666714
RELAY 1,0.0,0.0,0.0,0.0,-16.66666666666667,-3.333333333333343
United Services Recreation Club 3,-33.92857142857143,-7.142857142857146,-32.142857142857146,7.142857142857139,17.857142857142854,-9.642857142857146
Banbil,26.666666666666657,-6.666666666666671,-30.0,-13.333333333333343,-46.66666666666666,-14.0
Squashathon Advance,20.0,-20.0,-40.0,0.0,-75.0,-23.0
