Home Team,Away Team,Venue,Match Week,Date
Star River 1,Sha Tin 5,Cornwall Street Squash Centre,12,2025-01-21
Kinetic 3,Invader Squash,HK Squash Centre,12,2025-01-21
7NT,Kinetic 3,Cornwall Street Squash Centre,13,2025-02-11
Invader Squash,The Squash Club 3,Harbour Road Sports Centre,13,2025-02-11
Global Squash 2,Star River 1,Cornwall Street Squash Centre,13,2025-02-11
Sha Tin 5,Tuen Mun Squash Club,Cornwall Street Squash Centre,13,2025-02-11
HKCC Tuesday Night Rockers,BOSS,Hong Kong Cricket Club,13,2025-02-11
BOSS,Sha Tin 5,Cornwall Street Squash Centre,14,2025-02-18
Tuen Mun Squash Club,Global Squash 2,Cornwall Street Squash Centre,14,2025-02-18
Star River 1,Invader Squash,Cornwall Street Squash Centre,14,2025-02-18
The Squash Club 3,7NT,Cornwall Street Squash Centre,14,2025-02-18
Kinetic 3,i-Mask Advance Squash Club 4,HK Squash Centre,14,2025-02-18
i-Mask Advance Squash Club 4,The Squash Club 3,Cornwall Street Squash Centre,15,2025-02-25
7NT,Star River 1,Cornwall Street Squash Centre,15,2025-02-25
Invader Squash,Tuen Mun Squash Club,Harbour Road Sports Centre,15,2025-02-25
Global Squash 2,BOSS,HK Squash Centre,15,2025-02-25
Sha Tin 5,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,15,2025-02-25
HKCC Tuesday Night Rockers,Global Squash 2,Hong Kong Cricket Club,16,2025-03-04
BOSS,Invader Squash,Cornwall Street Squash Centre,16,2025-03-04
Tuen Mun Squash Club,7NT,Cornwall Street Squash Centre,16,2025-03-04
Star River 1,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,16,2025-03-04
The Squash Club 3,Kinetic 3,Cornwall Street Squash Centre,16,2025-03-04
Kinetic 3,Star River 1,HK Squash Centre,17,2025-03-11
i-Mask Advance Squash Club 4,Tuen Mun Squash Club,Cornwall Street Squash Centre,17,2025-03-11
7NT,BOSS,Cornwall Street Squash Centre,17,2025-03-11
Invader Squash,HKCC Tuesday Night Rockers,Harbour Road Sports Centre,17,2025-03-11
Global Squash 2,Sha Tin 5,HK Squash Centre,17,2025-03-11
Sha Tin 5,Invader Squash,Cornwall Street Squash Centre,18,2025-03-18
7NT,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,18,2025-03-18
BOSS,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,18,2025-03-18
Tuen Mun Squash Club,Kinetic 3,Cornwall Street Squash Centre,18,2025-03-18
Star River 1,The Squash Club 3,Cornwall Street Squash Centre,18,2025-03-18
The Squash Club 3,Tuen Mun Squash Club,Cornwall Street Squash Centre,19,2025-03-25
Kinetic 3,BOSS,HK Squash Centre,19,2025-03-25
i-Mask Advance Squash Club 4,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,19,2025-03-25
7NT,Sha Tin 5,Cornwall Street Squash Centre,19,2025-03-25
Invader Squash,Global Squash 2,Harbour Road Sports Centre,19,2025-03-25
Global Squash 2,7NT,Harbour Road Sports Centre,20,2025-04-01
Sha Tin 5,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,20,2025-04-01
HKCC Tuesday Night Rockers,Kinetic 3,Hong Kong Cricket Club,20,2025-04-01
BOSS,The Squash Club 3,Cornwall Street Squash Centre,20,2025-04-01
Tuen Mun Squash Club,Star River 1,Cornwall Street Squash Centre,20,2025-04-01
Star River 1,BOSS,Cornwall Street Squash Centre,21,2025-04-08
The Squash Club 3,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,21,2025-04-08
Kinetic 3,Sha Tin 5,HK Squash Centre,21,2025-04-08
i-Mask Advance Squash Club 4,Global Squash 2,Cornwall Street Squash Centre,21,2025-04-08
7NT,Invader Squash,Cornwall Street Squash Centre,21,2025-04-08
Tuen Mun Squash Club,The Squash Club 3,Cornwall Street Squash Centre,22,2025-04-29
BOSS,Kinetic 3,Cornwall Street Squash Centre,22,2025-04-29
HKCC Tuesday Night Rockers,i-Mask Advance Squash Club 4,Hong Kong Cricket Club,22,2025-04-29
Sha Tin 5,7NT,Cornwall Street Squash Centre,22,2025-04-29
Global Squash 2,Invader Squash,HK Squash Centre,22,2025-04-29
