Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1B,81.25,81.25,62.5,75.0,48
Hong Kong Football Club M1A,43.75,81.25,92.85714285714286,72.61904761904762,46
Hong Kong Cricket Club M1B,62.5,50.0,37.5,50.0,48
Hong Kong Cricket Club M1A,50.0,25.0,21.428571428571427,32.142857142857146,46
Ladies Recreation Club M1,12.5,12.5,37.5,20.833333333333332,48
