Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Sha Tin 4,v,RELAY 1,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,1-3,0-3,3-1)",1,07/10/2024
United Services Recreation Club 3,v,Bravo D10,United Services Recreation Club,19:00,"4-1(1-3,3-2,3-0,3-0,3-0)",1,07/10/2024
Banbil,v,The Hong Kong Jockey Club Div 10,HK Squash Centre,19:00,"0-5(0-3,0-3,1-3,1-3,0-3)",1,07/10/2024
Craigengower Cricket Club,v,[BYE],,,,1,07/10/2024
Bravo D10,v,Banbil,Cornwall Street Squash Centre,19:00,"1-4(0-3,1-3,0-3,0-3,3-0)",2,14/10/2024
RELAY 1,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-2,3-0,0-3,0-3)",2,14/10/2024
Craigengower Cricket Club,v,Sha Tin 4,Craigengower Cricket Club,19:00,"3-2(3-0,3-0,3-0,0-3,0-3)",2,14/10/2024
The Hong Kong Jockey Club Div 10,v,[BYE],,,,2,14/10/2024
United Services Recreation Club 3,v,Craigengower Cricket Club,United Services Recreation Club,19:00,"4-1(0-3,3-2,3-2,3-0,3-0)",3,21/10/2024
Banbil,v,RELAY 1,HK Squash Centre,19:00,"2-3(1-3,2-3,2-3,3-0,3-0)",3,21/10/2024
The Hong Kong Jockey Club Div 10,v,Bravo D10,HKJC Sha Tin Club House,19:00,"5-0(3-0,3-0,3-1,3-0,3-1)",3,21/10/2024
Sha Tin 4,v,[BYE],,,,3,21/10/2024
RELAY 1,v,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,1-3,1-3,0-3)",4,28/10/2024
Craigengower Cricket Club,v,Banbil,Craigengower Cricket Club,19:00,"1-4(0-3,0-3,3-1,2-3,0-3)",4,28/10/2024
Sha Tin 4,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-2,1-3,3-2,0-3)",4,28/10/2024
Bravo D10,v,[BYE],,,,4,28/10/2024
Banbil,v,Sha Tin 4,HK Squash Centre,19:00,"3-2(3-0,3-0,2-3,3-0,1-3)",5,04/11/2024
The Hong Kong Jockey Club Div 10,v,Craigengower Cricket Club,HKJC Sha Tin Club House,19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",5,04/11/2024
Bravo D10,v,RELAY 1,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,2-3,0-3,0-3)",5,04/11/2024
United Services Recreation Club 3,v,[BYE],,,,5,04/11/2024
The Hong Kong Jockey Club Div 10,v,United Services Recreation Club 3,HKJC Sha Tin Club House,19:00,"5-0(3-2,3-1,3-0,3-0,3-1)",6,11/11/2024
Bravo D10,v,Sha Tin 4,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-2,3-0,3-0,0-3)",6,11/11/2024
RELAY 1,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",6,11/11/2024
Banbil,v,[BYE],,,,6,11/11/2024
Craigengower Cricket Club,v,Bravo D10,Craigengower Cricket Club,19:00,"1-4(1-3,1-3,3-0,1-3,0-3)",7,18/11/2024
Sha Tin 4,v,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,19:00,"1-4(0-3,3-2,0-3,0-3,2-3)",7,18/11/2024
United Services Recreation Club 3,v,Banbil,United Services Recreation Club,19:00,"3-2(0-3,1-3,3-0,3-0,3-1)",7,18/11/2024
RELAY 1,v,[BYE],,,,7,18/11/2024
RELAY 1,v,Sha Tin 4,Cornwall Street Squash Centre,19:00,,8,25/11/2024
Bravo D10,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,,8,25/11/2024
The Hong Kong Jockey Club Div 10,v,Banbil,HKJC Sha Tin Club House,19:00,,8,25/11/2024
Craigengower Cricket Club,v,[BYE],,,,8,25/11/2024
Craigengower Cricket Club,v,United Services Recreation Club 3,Craigengower Cricket Club,19:00,,9,16/12/2024
RELAY 1,v,Banbil,Cornwall Street Squash Centre,19:00,,9,16/12/2024
Bravo D10,v,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,19:00,,9,16/12/2024
Sha Tin 4,v,[BYE],,,,9,16/12/2024
The Hong Kong Jockey Club Div 10,v,RELAY 1,HKJC Sha Tin Club House,19:00,,10,06/01/2025
Banbil,v,Craigengower Cricket Club,HK Squash Centre,19:00,,10,06/01/2025
United Services Recreation Club 3,v,Sha Tin 4,United Services Recreation Club,19:00,,10,06/01/2025
Bravo D10,v,[BYE],,,,10,06/01/2025
Sha Tin 4,v,Banbil,Cornwall Street Squash Centre,19:00,,11,13/01/2025
Craigengower Cricket Club,v,The Hong Kong Jockey Club Div 10,Craigengower Cricket Club,19:00,,11,13/01/2025
RELAY 1,v,Bravo D10,Cornwall Street Squash Centre,19:00,,11,13/01/2025
United Services Recreation Club 3,v,[BYE],,,,11,13/01/2025
United Services Recreation Club 3,v,The Hong Kong Jockey Club Div 10,United Services Recreation Club,19:00,,12,20/01/2025
Sha Tin 4,v,Bravo D10,Cornwall Street Squash Centre,19:00,,12,20/01/2025
Craigengower Cricket Club,v,RELAY 1,Craigengower Cricket Club,19:00,,12,20/01/2025
Banbil,v,[BYE],,,,12,20/01/2025
Bravo D10,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,,13,10/02/2025
The Hong Kong Jockey Club Div 10,v,Sha Tin 4,HKJC Sha Tin Club House,19:00,,13,10/02/2025
Banbil,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,,13,10/02/2025
RELAY 1,v,[BYE],,,,13,10/02/2025
Sha Tin 4,v,RELAY 1,Cornwall Street Squash Centre,19:00,,14,17/02/2025
United Services Recreation Club 3,v,Bravo D10,United Services Recreation Club,19:00,,14,17/02/2025
Banbil,v,The Hong Kong Jockey Club Div 10,HK Squash Centre,19:00,,14,17/02/2025
Craigengower Cricket Club,v,[BYE],,,,14,17/02/2025
Bravo D10,v,Banbil,Cornwall Street Squash Centre,19:00,,15,24/02/2025
RELAY 1,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,,15,24/02/2025
Craigengower Cricket Club,v,Sha Tin 4,Craigengower Cricket Club,19:00,,15,24/02/2025
The Hong Kong Jockey Club Div 10,v,[BYE],,,,15,24/02/2025
United Services Recreation Club 3,v,Craigengower Cricket Club,United Services Recreation Club,19:00,,16,03/03/2025
Banbil,v,RELAY 1,HK Squash Centre,19:00,,16,03/03/2025
The Hong Kong Jockey Club Div 10,v,Bravo D10,HKJC Sha Tin Club House,19:00,,16,03/03/2025
Sha Tin 4,v,[BYE],,,,16,03/03/2025
RELAY 1,v,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,19:00,,17,10/03/2025
Craigengower Cricket Club,v,Banbil,Craigengower Cricket Club,19:00,,17,10/03/2025
Sha Tin 4,v,United Services Recreation Club 3,Cornwall Street Squash Centre,19:00,,17,10/03/2025
Bravo D10,v,[BYE],,,,17,10/03/2025
Banbil,v,Sha Tin 4,HK Squash Centre,19:00,,18,17/03/2025
The Hong Kong Jockey Club Div 10,v,Craigengower Cricket Club,HKJC Sha Tin Club House,19:00,,18,17/03/2025
Bravo D10,v,RELAY 1,Cornwall Street Squash Centre,19:00,,18,17/03/2025
United Services Recreation Club 3,v,[BYE],,,,18,17/03/2025
The Hong Kong Jockey Club Div 10,v,United Services Recreation Club 3,HKJC Sha Tin Club House,19:00,,19,24/03/2025
Bravo D10,v,Sha Tin 4,Cornwall Street Squash Centre,19:00,,19,24/03/2025
RELAY 1,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,,19,24/03/2025
Banbil,v,[BYE],,,,19,24/03/2025
Craigengower Cricket Club,v,Bravo D10,Craigengower Cricket Club,19:00,,20,31/03/2025
Sha Tin 4,v,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,19:00,,20,31/03/2025
United Services Recreation Club 3,v,Banbil,United Services Recreation Club,19:00,,20,31/03/2025
RELAY 1,v,[BYE],,,,20,31/03/2025
Banbil,v,Bravo D10,HK Squash Centre,19:00,,21,07/04/2025
United Services Recreation Club 3,v,RELAY 1,United Services Recreation Club,19:00,,21,07/04/2025
Sha Tin 4,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,,21,07/04/2025
The Hong Kong Jockey Club Div 10,v,[BYE],,,,21,07/04/2025
